country,year,pred_tree_loss_ha
Luxembourg,2027,7994.921567931335
Luxembourg,2028,8082.045592471615
Luxembourg,2029,8169.169617011903
Luxembourg,2030,8256.293641552176
Luxembourg,2031,8343.417666092457
Luxembourg,2032,8430.541690632745
Luxembourg,2033,8517.665715173032
Luxembourg,2034,8604.789739713306
Madagascar,2025,412094.0771057097
Madagascar,2026,427507.26899587293
Madagascar,2027,442920.4608860316
Madagascar,2028,458333.6527761946
Madagascar,2029,473746.8446663576
Madagascar,2030,489160.0365565218
Madagascar,2031,504573.2284466848
Madagascar,2032,519986.42033684347
Madagascar,2033,535399.6122270066
Madagascar,2034,550812.8041171698
Malawi,2025,24959.526070101856
Malawi,2026,25719.76615660095
Malawi,2027,26480.00624310004
Malawi,2028,27240.246329599133
Malawi,2029,28000.48641609853
Malawi,2030,28760.726502597594
Malawi,2031,29520.966589096628
Malawi,2032,30281.206675595648
Malawi,2033,31041.446762094754
Malawi,2034,31801.686848593847
Malaysia,2025,366753.76426927216
Malaysia,2026,366592.9788509471
Malaysia,2027,366432.19343262096
Malaysia,2028,366271.4080142954
Malaysia,2029,366110.6225959702
Malaysia,2030,365949.83717764466
Malaysia,2031,365789.0517593189
Malaysia,2032,365628.26634099346
Malaysia,2033,365467.4809226678
Malaysia,2034,365306.6955043421
Mali,2025,7526.94349621149
Mali,2026,7592.295234612742
Mali,2027,7657.646973014002
Mali,2028,7722.998711415268
Mali,2029,7788.3504498165275
Mali,2030,7853.70218821778
Mali,2031,7919.053926619032
Mali,2032,7984.405665020298
Mali,2033,8049.757403421558
Mali,2034,8115.109141822817
Malta,2025,7008.70937998061
Malta,2026,7069.430043264532
Malta,2027,7130.150706548462
Malta,2028,7190.8713698323845
Malta,2029,7251.592033116314
Malta,2030,7312.312696400237
Malta,2031,7373.033359684159
Malta,2032,7433.754022968082
Malta,2033,7494.474686252011
Malta,2034,7555.195349535934
Martinique,2025,7027.389503398706
Martinique,2026,7080.302988886797
Martinique,2027,7133.216474374887
Martinique,2028,7186.129959862985
Martinique,2029,7239.0434453510825
Martinique,2030,7291.956930839173
Martinique,2031,7344.870416327256
Martinique,2032,7397.783901815354
Martinique,2033,7450.697387303444
Martinique,2034,7503.610872791534
Mauritania,2025,7005.032419186886
Mauritania,2026,7065.247534464244
Mauritania,2027,7125.462649741603
Mauritania,2028,7185.677765018969
Mauritania,2029,7245.892880296335
Mauritania,2030,7306.107995573686
Mauritania,2031,7366.323110851037
Mauritania,2032,7426.538226128396
Mauritania,2033,7486.753341405762
Mauritania,2034,7546.968456683113
Micronesia,2025,7019.56075073051
Micronesia,2026,7080.219477630002
Micronesia,2027,7140.878204529501
Micronesia,2028,7201.536931429
Micronesia,2029,7262.195658328499
Micronesia,2030,7322.854385227991
Micronesia,2031,7383.513112127475
Micronesia,2032,7444.171839026982
Micronesia,2033,7504.830565926473
Micronesia,2034,7565.489292825972
Mongolia,2025,2849.5817188140572
Mongolia,2026,776.703356964892
Mongolia,2027,-1296.1750048849062
Mongolia,2028,-3369.053366734064
Mongolia,2029,-5441.931728583797
Mongolia,2030,-7514.810090433079
Mongolia,2031,-9587.688452282782
Mongolia,2032,-11660.566814131933
Mongolia,2033,-13733.445175981207
Mongolia,2034,-15806.323537830947
Morocco,2025,11211.16412916682
Morocco,2026,11400.223804772177
Morocco,2027,11589.28348037749
Morocco,2028,11778.343155982802
Morocco,2029,11967.40283158813
Morocco,2030,12156.462507193428
Morocco,2031,12345.522182798784
Morocco,2032,12534.581858404097
Morocco,2033,12723.641534009425
Morocco,2034,12912.701209614737
Mozambique,2025,285212.04897837795
Mozambique,2026,294628.23022229446
Mozambique,2027,304044.4114662062
Mozambique,2028,313460.59271011804
Mozambique,2029,322876.7739540344
Mozambique,2030,332292.95519794605
Mozambique,2031,341709.13644185837
Mozambique,2032,351125.31768577464
Mozambique,2033,360541.4989296865
Mozambique,2034,369957.68017359823
Myanmar,2025,315168.57960404654
Myanmar,2026,328799.67785405775
Myanmar,2027,342430.7761040698
Myanmar,2028,356061.8743540807
Myanmar,2029,369692.97260408814
Myanmar,2030,383324.07085409865
Myanmar,2031,396955.16910410987
Myanmar,2032,410586.2673541206
Myanmar,2033,424217.36560412816
Myanmar,2034,437848.4638541392
México,2025,296236.4236352161
México,2026,302814.5780108271
México,2027,309392.73238643556
México,2028,315970.8867620459
México,2029,322549.0411376572
México,2030,329127.1955132656
México,2031,335705.3498888766
México,2032,342283.5042644874
México,2033,348861.65864009777
México,2034,355439.8130157069
Namibia,2025,6938.614925861286
Namibia,2026,6987.547214068567
Namibia,2027,7036.479502275855
Namibia,2028,7085.411790483144
Namibia,2029,7134.344078690425
Namibia,2030,7183.276366897699
Namibia,2031,7232.208655104987
Namibia,2032,7281.140943312275
Namibia,2033,7330.073231519556
Namibia,2034,7379.0055197268375
Nepal,2025,4245.134723561889
Nepal,2026,4269.90991259391
Nepal,2027,4294.685101625946
Nepal,2028,4319.460290657975
Nepal,2029,4344.235479689996
Nepal,2030,4369.010668722032
Nepal,2031,4393.785857754046
Nepal,2032,4418.561046786075
Nepal,2033,4443.336235818111
Nepal,2034,4468.111424850133
Netherlands,2025,9297.535529300338
Netherlands,2026,9399.81078230471
Netherlands,2027,9502.08603530909
Netherlands,2028,9604.361288313477
Netherlands,2029,9706.636541317857
Netherlands,2030,9808.9117943222
Netherlands,2031,9911.187047326588
Netherlands,2032,10013.462300330968
Netherlands,2033,10115.737553335348
Netherlands,2034,10218.012806339728
New Caledonia,2025,9897.59635132426
New Caledonia,2026,10019.280030698239
New Caledonia,2027,10140.963710072203
New Caledonia,2028,10262.647389446181
New Caledonia,2029,10384.331068820145
New Caledonia,2030,10506.014748194124
New Caledonia,2031,10627.698427568088
New Caledonia,2032,10749.382106942052
New Caledonia,2033,10871.06578631603
New Caledonia,2034,10992.749465690009
New Zealand,2025,82085.26832716037
New Zealand,2026,83322.46163186313
New Zealand,2027,84559.65493656565
New Zealand,2028,85796.84824126873
New Zealand,2029,87034.04154597125
New Zealand,2030,88271.23485067407
New Zealand,2031,89508.4281553768
New Zealand,2032,90745.62146007961
New Zealand,2033,91982.8147647823
New Zealand,2034,93220.00806948509
Nicaragua,2025,145511.42097944318
Nicaragua,2026,149800.55509139027
Nicaragua,2027,154089.68920333695
Nicaragua,2028,158378.82331528497
Nicaragua,2029,162667.95742723183
Nicaragua,2030,166957.09153917985
Nicaragua,2031,171246.2256511267
Nicaragua,2032,175535.35976307455
Nicaragua,2033,179824.4938750214
Nicaragua,2034,184113.62798696855
Niger,2025,7012.839791788851
Niger,2026,7073.633517359645
Niger,2027,7134.42724293044
Niger,2028,7195.220968501242
Niger,2029,7256.014694072037
Niger,2030,7316.808419642824
Niger,2031,7377.602145213612
Niger,2032,7438.395870784407
Niger,2033,7499.189596355209
Niger,2034,7559.983321925996
Nigeria,2025,144767.17402101925
Nigeria,2026,150161.9939215362
Nigeria,2027,155556.8138220518
Nigeria,2028,160951.6337225692
Nigeria,2029,166346.45362308656
Nigeria,2030,171741.27352360217
Nigeria,2031,177136.09342411958
Nigeria,2032,182530.913324637
Nigeria,2033,187925.7332251526
Nigeria,2034,193320.55312566995
North Korea,2025,19958.925921931266
North Korea,2026,20089.734877336014
North Korea,2027,20220.54383274079
North Korea,2028,20351.352788145552
North Korea,2029,20482.16174355033
North Korea,2030,20612.97069895509
North Korea,2031,20743.77965435988
North Korea,2032,20874.588609764658
North Korea,2033,21005.39756516942
North Korea,2034,21136.206520574167
Norway,2025,66242.59371710915
Norway,2026,68235.34494380986
Norway,2027,70228.09617051063
Norway,2028,72220.84739721137
Norway,2029,74213.5986239121
Norway,2030,76206.34985061175
Norway,2031,78199.10107731244
Norway,2032,80191.85230401302
Norway,2033,82184.60353071372
Norway,2034,84177.35475741325
Oman,2025,7010.229178216963
Oman,2026,7071.029446946173
Oman,2027,7131.829715675391
Oman,2028,7192.629984404608
Oman,2029,7253.430253133825
Oman,2030,7314.230521863035
Oman,2031,7375.0307905922455
Oman,2032,7435.83105932147
Oman,2033,7496.631328050687
Oman,2034,7557.4315967798975
Pakistan,2025,6517.45896011759
Pakistan,2026,6544.9741592757855
Pakistan,2027,6572.489358433973
Pakistan,2028,6600.004557592176
Pakistan,2029,6627.519756750371
Pakistan,2030,6655.034955908559
Pakistan,2031,6682.5501550667395
Pakistan,2032,6710.065354224935
Pakistan,2033,6737.58055338313
Pakistan,2034,6765.095752541325
Palestine,2025,7010.17363117807
Palestine,2026,7070.911356568256
Palestine,2027,7131.649081958458
Palestine,2028,7192.386807348645
Palestine,2029,7253.1245327388315
Palestine,2030,7313.862258129018
Palestine,2031,7374.599983519212
Palestine,2032,7435.3377089094065
Palestine,2033,7496.075434299593
Palestine,2034,7556.813159689787
Panama,2025,31205.382602284517
Panama,2026,31547.016685851893
Panama,2027,31888.65076941927
Panama,2028,32230.284852986602
Panama,2029,32571.918936553964
Panama,2030,32913.55302012134
Panama,2031,33255.18710368869
Panama,2032,33596.82118725605
Panama,2033,33938.4552708234
Panama,2034,34280.089354390744
Papua New Guinea,2025,121665.36105607856
Papua New Guinea,2026,126973.54714078554
Papua New Guinea,2027,132281.73322549416
Papua New Guinea,2028,137589.9193102012
Papua New Guinea,2029,142898.10539490846
Papua New Guinea,2030,148206.29147961526
Papua New Guinea,2031,153514.47756432282
Papua New Guinea,2032,158822.66364903067
Papua New Guinea,2033,164130.84973373835
Papua New Guinea,2034,169439.03581844526
Paraguay,2025,344737.1124486237
Paraguay,2026,348229.90773376613
Paraguay,2027,351722.7030189089
Paraguay,2028,355215.4983040513
Paraguay,2029,358708.29358919384
Paraguay,2030,362201.08887433645
Paraguay,2031,365693.8841594799
Paraguay,2032,369186.67944462236
Paraguay,2033,372679.47472976486
Paraguay,2034,376172.27001490735
Peru,2025,226348.14634606917
Peru,2026,235971.40334873408
Peru,2027,245594.66035139363
Peru,2028,255217.91735405766
Peru,2029,264841.1743567173
Peru,2030,274464.4313593813
Peru,2031,284087.6883620409
Peru,2032,293710.94536470575
Peru,2033,303334.2023673655
Peru,2034,312957.4593700294
Philippines,2025,97093.51944769754
Philippines,2026,99210.09915776843
Philippines,2027,101326.6788678386
Philippines,2028,103443.25857790942
Philippines,2029,105559.83828798025
Philippines,2030,107676.4179980512
Philippines,2031,109792.99770812206
Philippines,2032,111909.57741819228
Philippines,2033,114026.15712826313
Philippines,2034,116142.73683833405
Poland,2025,99289.41378592832
Poland,2026,101870.50787762042
Poland,2027,104451.60196931333
Poland,2028,107032.69606100656
Poland,2029,109613.79015269944
Poland,2030,112194.8842443925
Poland,2031,114775.9783360847
Poland,2032,117357.07242777762
Poland,2033,119938.16651947085
Poland,2034,122519.26061116379
Portugal,2025,92902.59569499937
Portugal,2026,95339.03587080106
Portugal,2027,97775.47604660217
Portugal,2028,100211.91622240328
Portugal,2029,102648.35639820453
Portugal,2030,105084.79657400576
Portugal,2031,107521.23674980686
Portugal,2032,109957.67692560809
Portugal,2033,112394.11710140923
Portugal,2034,114830.55727721045
Republic Of The Congo,2025,92573.5407249409
Republic Of The Congo,2026,96480.86650069706
Republic Of The Congo,2027,100388.19227645222
Republic Of The Congo,2028,104295.5180522072
Republic Of The Congo,2029,108202.84382796336
Republic Of The Congo,2030,112110.16960371855
Republic Of The Congo,2031,116017.49537947452
Republic Of The Congo,2032,119924.8211552298
Republic Of The Congo,2033,123832.14693098569
Republic Of The Congo,2034,127739.47270674085
Romania,2025,37582.33147477408
Romania,2026,37808.556322500925
Romania,2027,38034.7811702278
Romania,2028,38261.00601795467
Romania,2029,38487.23086568157
Romania,2030,38713.45571340846
Romania,2031,38939.680561135305
Romania,2032,39165.90540886219
Romania,2033,39392.130256589066
Romania,2034,39618.35510431595
Russia,2025,5872232.146934418
Russia,2026,6049681.210865418
Russia,2027,6227130.274796317
Russia,2028,6404579.3387273
Russia,2029,6582028.402658285
Russia,2030,6759477.466589269
Russia,2031,6936926.530520191
Russia,2032,7114375.594451177
Russia,2033,7291824.658382162
Russia,2034,7469273.722313147
Rwanda,2025,11910.826389047113
Rwanda,2026,12130.606677402451
Rwanda,2027,12350.386965757818
Rwanda,2028,12570.16725411317
Rwanda,2029,12789.947542468552
Rwanda,2030,13009.727830823904
Rwanda,2031,13229.508119179241
Rwanda,2032,13449.288407534594
Rwanda,2033,13669.06869588996
Rwanda,2034,13888.848984245298
Réunion,2025,6857.474287574187
Réunion,2026,6908.647796706282
Réunion,2027,6959.82130583837
Réunion,2028,7010.994814970458
Réunion,2029,7062.168324102553
Réunion,2030,7113.341833234634
Réunion,2031,7164.515342366714
Réunion,2032,7215.6888514988095
Réunion,2033,7266.862360630905
Réunion,2034,7318.035869762985
Saint-Barthélemy,2025,7009.615585955187
Saint-Barthélemy,2026,7070.415655736419
Saint-Barthélemy,2027,7131.215725517664
Saint-Barthélemy,2028,7192.015795298903
Saint-Barthélemy,2029,7252.815865080149
Saint-Barthélemy,2030,7313.61593486138
Saint-Barthélemy,2031,7374.416004642619
Saint-Barthélemy,2032,7435.2160744238645
Saint-Barthélemy,2033,7496.016144205103
Saint-Barthélemy,2034,7556.816213986342
Saudi Arabia,2025,7013.264400400869
Saudi Arabia,2026,7074.064671367967
Saudi Arabia,2027,7134.864942335073
Saudi Arabia,2028,7195.665213302171
Saudi Arabia,2029,7256.465484269276
Saudi Arabia,2030,7317.265755236367
Saudi Arabia,2031,7378.066026203465
Saudi Arabia,2032,7438.866297170571
Saudi Arabia,2033,7499.666568137669
Saudi Arabia,2034,7560.466839104767
Senegal,2025,8501.416439486682
Senegal,2026,8572.335293446806
Senegal,2027,8643.254147406922
Senegal,2028,8714.173001367046
Senegal,2029,8785.091855327177
Senegal,2030,8856.010709287286
Senegal,2031,8926.92956324741
Senegal,2032,8997.848417207526
Senegal,2033,9068.767271167657
Senegal,2034,9139.68612512778
Serbia,2025,15482.37308221255
Serbia,2026,15703.375984868588
Serbia,2027,15924.378887524654
Serbia,2028,16145.381790180734
Serbia,2029,16366.3846928368
Serbia,2030,16587.387595492837
Serbia,2031,16808.390498148903
Serbia,2032,17029.393400804955
Serbia,2033,17250.39630346105
Serbia,2034,17471.399206117087
Sierra Leone,2025,212369.89015494304
Sierra Leone,2026,222019.1571628148
Sierra Leone,2027,231668.42417068657
Sierra Leone,2028,241317.6911785592
Sierra Leone,2029,250966.95818643097
Sierra Leone,2030,260616.2251943029
Sierra Leone,2031,270265.4922021754
Sierra Leone,2032,279914.7592100471
Sierra Leone,2033,289564.0262179189
Sierra Leone,2034,299213.29322579055
Slovakia,2025,21987.955297694774
Slovakia,2026,22254.884217186933
Slovakia,2027,22521.813136679062
Slovakia,2028,22788.742056171177
Slovakia,2029,23055.670975663248
Slovakia,2030,23322.599895155377
Slovakia,2031,23589.528814647492
Slovakia,2032,23856.45773413965
Slovakia,2033,24123.38665363175
Slovakia,2034,24390.315573123822
Slovenia,2025,14011.372738210557
Slovenia,2026,14274.831296580014
Slovenia,2027,14538.289854949398
Slovenia,2028,14801.74841331887
Slovenia,2029,15065.206971688327
Slovenia,2030,15328.665530057726
Slovenia,2031,15592.124088427183
Slovenia,2032,15855.582646796567
Slovenia,2033,16119.041205166024
Slovenia,2034,16382.499763535467
Solomon Islands,2025,26121.810408519465
Solomon Islands,2026,27044.363356512782
Solomon Islands,2027,27966.916304506405
Solomon Islands,2028,28889.46925249978
Solomon Islands,2029,29812.0222004931
Solomon Islands,2030,30734.575148486474
Solomon Islands,2031,31657.12809647979
Solomon Islands,2032,32579.6810444734
Solomon Islands,2033,33502.23399246676
Solomon Islands,2034,34424.78694046014
Somalia,2025,7096.974219512194
Somalia,2026,7152.367768239121
Somalia,2027,7207.761316966054
Somalia,2028,7263.154865692988
Somalia,2029,7318.548414419929
Somalia,2030,7373.941963146855
Somalia,2031,7429.3355118737745
Somalia,2032,7484.729060600708
Somalia,2033,7540.122609327642
Somalia,2034,7595.5161580545755
South Africa,2025,67783.65827876677
South Africa,2026,67199.11642548985
South Africa,2027,66614.57457221246
South Africa,2028,66030.03271893569
South Africa,2029,65445.490865658314
South Africa,2030,64860.94901238149
South Africa,2031,64276.40715910407
South Africa,2032,63691.865305827174
South Africa,2033,63107.32345254978
South Africa,2034,62522.78159927303
South Korea,2025,26776.463590857486
South Korea,2026,27510.18241445045
South Korea,2027,28243.90123804311
South Korea,2028,28977.620061636117
South Korea,2029,29711.33888522873
South Korea,2030,30445.057708821667
South Korea,2031,31178.77653241466
South Korea,2032,31912.49535600729
South Korea,2033,32646.214179600298
South Korea,2034,33379.93300319296
South Sudan,2025,6965.055274688035
South Sudan,2026,6854.2934195820635
South Sudan,2027,6743.53156447607
South Sudan,2028,6632.769709370099
South Sudan,2029,6522.007854264186
South Sudan,2030,6411.2459991582
South Sudan,2031,6300.4841440522
South Sudan,2032,6189.722288946228
South Sudan,2033,6078.960433840315
South Sudan,2034,5968.198578734344
Spain,2025,136972.54742838297
Spain,2026,141010.8705406036
Spain,2027,145049.19365282543
Spain,2028,149087.5167650464
Spain,2029,153125.83987726708
Spain,2030,157164.1629894877
Spain,2031,161202.48610170977
Spain,2032,165240.80921393045
Spain,2033,169279.13232615142
Spain,2034,173317.4554383732
Sri Lanka,2025,18950.27865111387
Sri Lanka,2026,19397.92141723135
Sri Lanka,2027,19845.56418334898
Sri Lanka,2028,20293.20694946652
Sri Lanka,2029,20740.849715584
Sri Lanka,2030,21188.492481701658
Sri Lanka,2031,21636.135247819126
Sri Lanka,2032,22083.778013936637
Sri Lanka,2033,22531.420780054294
Sri Lanka,2034,22979.063546171776
Sudan,2025,7296.9330680026615
Sudan,2026,7357.258953864199
Sudan,2027,7417.584839725736
Sudan,2028,7477.9107255872805
Sudan,2029,7538.236611448818
Sudan,2030,7598.562497310355
Sudan,2031,7658.888383171892
Sudan,2032,7719.214269033429
Sudan,2033,7779.540154894974
Sudan,2034,7839.866040756504
Suriname,2025,-23867.963219646248
Suriname,2026,-24252.588159112725
Suriname,2027,-24637.21309857982
Suriname,2028,-25021.838038046233
Suriname,2029,-25406.46297751261
Suriname,2030,-25791.08791697948
Suriname,2031,-26175.712856445927
Suriname,2032,-26560.33779591242
Suriname,2033,-26944.962735378853
Suriname,2034,-27329.587674845287
Swaziland,2025,9104.988768917487
Swaziland,2026,8982.56961031886
Swaziland,2027,8860.150451720183
Swaziland,2028,8737.731293121564
Swaziland,2029,8615.312134522974
Swaziland,2030,8492.89297592434
Swaziland,2031,8370.473817325721
Swaziland,2032,8248.054658727116
Swaziland,2033,8125.635500128505
Swaziland,2034,8003.216341529878
Sweden,2025,310833.45185511373
Sweden,2026,318463.590320212
Sweden,2027,326093.72878531093
Sweden,2028,333723.8672504092
Sweden,2029,341354.0057155048
Sweden,2030,348984.14418060315
Sweden,2031,356614.2826457015
Sweden,2032,364244.4211107999
Sweden,2033,371874.5595758982
Sweden,2034,379504.69804099656
Switzerland,2025,11425.19449912131
Switzerland,2026,11576.026741376903
Switzerland,2027,11726.858983632468
Switzerland,2028,11877.691225888033
Switzerland,2029,12028.523468143612
Switzerland,2030,12179.355710399192
Switzerland,2031,12330.187952654742
Switzerland,2032,12481.020194910292
Switzerland,2033,12631.852437165915
Switzerland,2034,12782.68467942148
Syria,2025,9964.768845680126
Syria,2026,10140.82610567502
Syria,2027,10316.883365669943
Syria,2028,10492.940625664793
Syria,2029,10668.997885659715
Syria,2030,10845.055145654609
Syria,2031,11021.112405649503
Syria,2032,11197.169665644426
Syria,2033,11373.226925639334
Syria,2034,11549.284185634227
São Tomé And Príncipe,2025,7011.163611020689
São Tomé And Príncipe,2026,7070.292738396543
São Tomé And Príncipe,2027,7129.421865772405
São Tomé And Príncipe,2028,7188.550993148267
São Tomé And Príncipe,2029,7247.680120524135
São Tomé And Príncipe,2030,7306.80924789999
São Tomé And Príncipe,2031,7365.938375275851
São Tomé And Príncipe,2032,7425.06750265172
São Tomé And Príncipe,2033,7484.196630027582
São Tomé And Príncipe,2034,7543.325757403436
S√£O Tom√© And Pr√≠Ncipe,2025,6308.498568453062
S√£O Tom√© And Pr√≠Ncipe,2026,6340.103226089872
S√£O Tom√© And Pr√≠Ncipe,2027,6371.707883726689
S√£O Tom√© And Pr√≠Ncipe,2028,6403.312541363506
S√£O Tom√© And Pr√≠Ncipe,2029,6434.917199000323
S√£O Tom√© And Pr√≠Ncipe,2030,6466.521856637133
S√£O Tom√© And Pr√≠Ncipe,2031,6498.12651427395
S√£O Tom√© And Pr√≠Ncipe,2032,6529.731171910767
S√£O Tom√© And Pr√≠Ncipe,2033,6561.335829547585
S√£O Tom√© And Pr√≠Ncipe,2034,6592.940487184394
Tajikistan,2025,7029.7811270043385
Tajikistan,2026,7088.203420638616
Tajikistan,2027,7146.6257142729155
Tajikistan,2028,7205.0480079072
Tajikistan,2029,7263.4703015415
Tajikistan,2030,7321.892595175785
Tajikistan,2031,7380.3148888100695
Tajikistan,2032,7438.737182444362
Tajikistan,2033,7497.159476078654
Tajikistan,2034,7555.581769712939
Tanzania,2025,190806.85633102723
Tanzania,2026,196237.10536997503
Tanzania,2027,201667.35440892226
Tanzania,2028,207097.60344787064
Tanzania,2029,212527.85248681554
Tanzania,2030,217958.10152576346
Tanzania,2031,223388.35056471103
Tanzania,2032,228818.59960365895
Tanzania,2033,234248.8486426063
Tanzania,2034,239679.09768155427
Thailand,2025,180454.24156786472
Thailand,2026,185806.46659730142
Thailand,2027,191158.69162673812
Thailand,2028,196510.91665617377
Thailand,2029,201863.14168561046
Thailand,2030,207215.3667150478
Thailand,2031,212567.5917444831
Thailand,2032,217919.8167739198
Thailand,2033,223272.0418033555
Thailand,2034,228624.2668327922
Timor-Leste,2025,8161.911867818708
Timor-Leste,2026,8219.939045193452
Timor-Leste,2027,8277.966222568211
Timor-Leste,2028,8335.993399942963
Timor-Leste,2029,8394.02057731773
Timor-Leste,2030,8452.047754692467
Timor-Leste,2031,8510.074932067218
Timor-Leste,2032,8568.102109441978
Timor-Leste,2033,8626.12928681673
Timor-Leste,2034,8684.156464191481
Togo,2025,13526.142588924413
Togo,2026,13807.405800210923
Togo,2027,14088.669011497448
Togo,2028,14369.932222783988
Togo,2029,14651.195434070498
Togo,2030,14932.458645357023
Togo,2031,15213.721856643519
Togo,2032,15494.98506793
Togo,2033,15776.24827921651
Togo,2034,16057.51149050302
Tunisia,2025,10799.36472622893
Tunisia,2026,11015.068930725363
Tunisia,2027,11230.773135221767
Tunisia,2028,11446.477339718214
Tunisia,2029,11662.181544214618
Tunisia,2030,11877.88574871105
Tunisia,2031,12093.58995320744
Tunisia,2032,12309.294157703844
Tunisia,2033,12524.998362200276
Tunisia,2034,12740.702566696695
Turkey,2025,43976.39961386738
Turkey,2026,45351.70925791537
Turkey,2027,46727.01890196347
Turkey,2028,48102.328546011966
Turkey,2029,49477.63819005994
Turkey,2030,50852.94783410807
Turkey,2031,52228.257478156025
Turkey,2032,53603.56712220413
Turkey,2033,54978.87676625211
Turkey,2034,56354.18641030016
Turkmenistan,2025,6975.713347264784
Turkmenistan,2026,7032.98654383095
Turkmenistan,2027,7090.259740397123
Turkmenistan,2028,7147.532936963304
Turkmenistan,2029,7204.80613352947
Turkmenistan,2030,7262.079330095636
Turkmenistan,2031,7319.352526661802
Turkmenistan,2032,7376.625723227982
Turkmenistan,2033,7433.898919794148
Turkmenistan,2034,7491.172116360314
Uganda,2025,97502.07244475339
Uganda,2026,100726.98855276544
Uganda,2027,103951.90466077752
Uganda,2028,107176.82076878975
Uganda,2029,110401.73687680184
Uganda,2030,113626.65298481392
Uganda,2031,116851.5690928262
Uganda,2032,120076.48520083829
Uganda,2033,123301.4013088506
Uganda,2034,126526.31741686146
Ukraine,2025,97858.19814131006
Ukraine,2026,100179.42409553962
Ukraine,2027,102500.65004976928
Ukraine,2028,104821.87600399826
Ukraine,2029,107143.10195822774
Ukraine,2030,109464.32791245727
Ukraine,2031,111785.55386668634
Ukraine,2032,114106.77982091579
Ukraine,2033,116428.00577514542
Ukraine,2034,118749.23172937492
United Arab Emirates,2025,7016.31413740047
United Arab Emirates,2026,7077.114417542893
United Arab Emirates,2027,7137.914697685323
United Arab Emirates,2028,7198.714977827753
United Arab Emirates,2029,7259.515257970183
United Arab Emirates,2030,7320.315538112605
United Arab Emirates,2031,7381.115818255035
United Arab Emirates,2032,7441.916098397465
United Arab Emirates,2033,7502.716378539895
United Arab Emirates,2034,7563.516658682318
United Kingdom,2025,36361.39937747462
United Kingdom,2026,36870.98404367422
United Kingdom,2027,37380.56870987361
United Kingdom,2028,37890.15337607326
United Kingdom,2029,38399.738042272875
United Kingdom,2030,38909.32270847226
United Kingdom,2031,39418.90737467191
United Kingdom,2032,39928.49204087145
United Kingdom,2033,40438.07670707101
United Kingdom,2034,40947.66137327049
United States,2025,2093798.514187144
United States,2026,2094479.9218093692
United States,2027,2095161.3294315934
United States,2028,2095842.7370538167
United States,2029,2096524.1446760464
United States,2030,2097205.552298272
United States,2031,2097886.959920495
United States,2032,2098568.367542724
United States,2033,2099249.7751649492
United States,2034,2099931.182787171
Uruguay,2025,43057.257701668976
Uruguay,2026,44183.14859212811
Uruguay,2027,45309.03948258715
Uruguay,2028,46434.93037304604
Uruguay,2029,47560.82126350507
Uruguay,2030,48686.71215396396
Uruguay,2031,49812.60304442282
Uruguay,2032,50938.49393488186
Uruguay,2033,52064.38482534075
Uruguay,2034,53190.275715799784
Uzbekistan,2025,6930.043850012873
Uzbekistan,2026,6981.250028102506
Uzbekistan,2027,7032.456206192146
Uzbekistan,2028,7083.662384281786
Uzbekistan,2029,7134.868562371426
Uzbekistan,2030,7186.0747404610665
Uzbekistan,2031,7237.280918550692
Uzbekistan,2032,7288.487096640332
Uzbekistan,2033,7339.69327472998
Uzbekistan,2034,7390.899452819605
Vanuatu,2025,8390.429691312645
Vanuatu,2026,8509.95616918934
Vanuatu,2027,8629.482647066077
Vanuatu,2028,8749.009124942786
Vanuatu,2029,8868.535602819516
Vanuatu,2030,8988.062080696218
Vanuatu,2031,9107.588558572934
Vanuatu,2032,9227.115036449643
Vanuatu,2033,9346.641514326388
Vanuatu,2034,9466.167992203082
Venezuela,2025,79521.71266210098
Venezuela,2026,80100.27233274443
Venezuela,2027,80678.83200338743
Venezuela,2028,81257.39167403085
Venezuela,2029,81835.9513446743
Venezuela,2030,82414.51101531768
Venezuela,2031,82993.0706859608
Venezuela,2032,83571.63035660413
Venezuela,2033,84150.19002724752
Venezuela,2034,84728.74969789093
Vietnam,2025,294592.1382274009
Vietnam,2026,305153.2007296127
Vietnam,2027,315714.2632318244
Vietnam,2028,326275.3257340365
Vietnam,2029,336836.38823624275
Vietnam,2030,347397.4507384547
Vietnam,2031,357958.51324066625
Vietnam,2032,368519.57574287354
Vietnam,2033,379080.63824508566
Vietnam,2034,389641.7007472965
"Virgin Islands, U.S.",2025,7134.1434686110515
"Virgin Islands, U.S.",2026,7198.268429997537
"Virgin Islands, U.S.",2027,7262.39339138403
"Virgin Islands, U.S.",2028,7326.51835277053
"Virgin Islands, U.S.",2029,7390.643314157023
"Virgin Islands, U.S.",2030,7454.768275543509
"Virgin Islands, U.S.",2031,7518.893236929995
"Virgin Islands, U.S.",2032,7583.018198316495
"Virgin Islands, U.S.",2033,7647.143159702988
"Virgin Islands, U.S.",2034,7711.268121089473
Yemen,2025,7018.03905923717
Yemen,2026,7078.839341169907
Yemen,2027,7139.639623102645
Yemen,2028,7200.439905035382
Yemen,2029,7261.24018696812
Yemen,2030,7322.040468900857
Yemen,2031,7382.840750833588
Yemen,2032,7443.641032766325
Yemen,2033,7504.441314699063
Yemen,2034,7565.241596631793
Zambia,2025,181135.68880381744
Zambia,2026,188925.73277986515
Zambia,2027,196715.77675591264
Zambia,2028,204505.82073196047
Zambia,2029,212295.86470801092
Zambia,2030,220085.90868405852
